7618	1
7620	2
7621	3
6555	4
5834	5
5835	6
5836	7
5814	8
5485	9
6646	10
6647	11
6649	12
7626	13
7912	14
7913	15
7914	16
7915	17
8027	18
8002	19
8003	20
8004	21
6556	22
6557	23
7581	24
7593	25
6648	26
7629	27
7790	28
7916	29
7918	30
8005	31
7597	32
7596	33
7599	34
7600	35
7595	36
7598	37
7601	38
7602	39
7271	40
7268	41
7305	42
11269	43
2047	44
11270	45
2048	46
11271	47
2049	48
2050	49
447	50
452	51
458	52
1726	53
1727	54
1728	55
1872	56
1875	57
1874	58
1873	59
1876	60
1877	61
461	62
464	63
465	64
1878	65
1879	66
1880	67
471	68
475	69
2107	70
2108	71
2111	72
481	73
2109	74
2110	75
2620	76
2623	77
2625	78
2626	79
2627	80
192	81
2621	82
3681	83
3682	84
3691	85
3692	86
202	87
2622	88
3752	89
3751	90
3729	91
3728	92
3753	93
3755	94
3825	95
3824	96
607	97
608	98
116	99
4700	100
8790	101
3792	102
3793	103
8791	104
117	105
3794	106
3795	107
3798	108
3820	109
3804	110
3806	111
3821	112
4746	113
7666	114
7667	115
121	116
5619	117
5620	118
7665	119
162	120
5653	121
5654	122
5655	123
164	124
5707	125
5761	126
5763	127
5762	128
1255	129
169	130
5705	131
163	132
5656	133
5780	134
5781	135
5782	136
5783	137
5706	138
1395	139
4604	140
1396	141
4605	142
1356	143
4657	144
1397	145
4655	146
1394	147
78	148
4697	149
4699	150
10174	151
4709	152
4720	153
4723	154
4209	155
5920	156
5261	157
4724	158
4725	159
5141	160
5921	161
10741	162
5142	163
5308	164
9728	165
5317	166
10777	167
5595	168
4211	169
5596	170
4210	171
10744	172
6777	173
6794	174
6775	175
7798	176
6774	177
6776	178
7799	179
7797	180
7307	181
307	182
7803	183
7804	184
7815	185
7813	186
7070	187
7072	188
7073	189
7075	190
7802	191
7812	192
7924	193
7925	194
7926	195
7927	196
7928	197
7929	198
7747	199
7751	200
7076	201
7930	202
7800	203
7801	204
7805	205
7806	206
7933	207
7932	208
7941	209
7942	210
7943	211
7944	212
7945	213
8006	214
8014	215
8015	216
8016	217
8017	218
8018	219
8019	220
8020	221
8021	222
8022	223
8023	224
8122	225
7308	226
7309	227
7310	228
308	229
309	230
373	231
405	232
407	233
409	234
411	235
7636	236
7637	237
7653	238
551	239
547	240
549	241
554	242
559	243
2067	244
2068	245
2069	246
574	247
351	248
363	249
7333	250
7334	251
355	252
365	253
371	254
7690	255
7691	256
7781	257
7782	258
7817	259
7818	260
7823	261
7788	262
7789	263
2070	264
2071	265
2072	266
2073	267
2074	268
8238	269
2096	270
2097	271
2098	272
2099	273
2100	274
2101	275
2112	276
2113	277
2114	278
2115	279
2615	280
2616	281
2617	282
2618	283
2619	284
3756	285
3757	286
3826	287
3827	288
5258	289
3828	290
5259	291
5260	292
5289	293
5290	294
5288	295
5297	296
5298	297
5300	298
425	299
426	300
7224	301
7225	302
7226	303
7230	304
7227	305
7228	306
7229	307
705	308
706	309
707	310
708	311
9931	312
709	313
446	314
448	315
454	316
455	317
444	318
445	319
449	320
451	321
456	322
596	323
599	324
598	325
600	326
601	327
602	328
714	329
711	330
713	331
710	332
712	333
770	334
603	335
9232	336
256	337
257	338
5094	339
105	340
5095	341
3232	342
5093	343
104	344
275	345
5096	346
108	347
107	348
109	349
106	350
5115	351
110	352
111	353
3247	354
3248	355
5118	356
5119	357
114	358
3262	359
3263	360
3264	361
3875	362
3876	363
3877	364
3879	365
113	366
129	367
112	368
124	369
5120	370
3881	371
3882	372
3890	373
3894	374
137	375
135	376
141	377
3883	378
3884	379
3885	380
3893	381
139	382
3891	383
3896	384
150	385
3895	386
151	387
3898	388
3899	389
3900	390
153	391
3903	392
3902	393
3909	394
166	395
3906	396
3912	397
3907	398
5140	399
3908	400
3905	401
161	402
3910	403
3911	404
8830	405
1256	406
5788	407
1442	408
1443	409
1444	410
4658	411
4659	412
4660	413
4661	414
4662	415
4663	416
4664	417
972	418
4212	419
971	420
9743	421
974	422
10778	423
10745	424
9744	425
9745	426
2792	427
2793	428
3955	429
975	430
9787	431
10169	432
10170	433
994	434
9811	435
9812	436
10168	437
995	438
10592	439
996	440
10590	441
10591	442
4232	443
9829	444
4233	445
9831	446
3942	447
3943	448
2773	449
10806	450
3944	451
2769	452
3945	453
3947	454
3948	455
2786	456
2787	457
3959	458
3960	459
2824	460
3963	461
3964	462
3957	463
3965	464
2831	465
2832	466
2840	467
10812	468
4020	469
4024	470
4023	471
3396	472
3378	473
3381	474
4060	475
3382	476
3380	477
4042	478
4047	479
3379	480
1260	481
6785	482
6784	483
3843	484
10813	485
1261	486
1262	487
9166	488
6795	489
6797	490
6798	491
6796	492
3844	493
3856	494
3857	495
1263	496
9171	497
9172	498
1264	499
9167	500
9168	501
9169	502
9170	503
4680	504
4681	505
4678	506
4679	507
4682	508
4322	509
4370	510
4321	511
4683	512
4684	513
4685	514
2652	515
4371	516
4372	517
4686	518
4687	519
4688	520
4780	521
4781	522
4784	523
4783	524
